S.NO,DATE/TIME,TYPE,FAULT,BATT VOLT,BATT CURR,LOAD VOLT,LOAD CURR,PH1_V,PH1_I,PH1_F,PH2_V,PH2_I,PH2_F,PH3_V,PH3_I,PH3_F,HS1_TEMP,BATT_TEMP,EXT_TEMP
07/24/26/ 09:32:23,EVENT, LOW DC CURRENT ,25.9,0.0,25.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,30,207,29
07/24/26/ 09:32:23,EVENT,   FLOAT MODE   ,25.9,0.0,25.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,30,207,29
07/24/26/ 09:32:23,EVENT,   LOW DC VOLT  ,25.9,0.0,25.5,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,30,207,29
01/01/00/ 09:33:40,EVENT,DCV BREAKER OPN ,0.0,0.0,1.3,0.0,393,0.4,59.8,393,0.1,59.8,394,0.4,59.8,30,207,29
07/24/26/ 09:33:43,EVENT, LOW DC CURRENT ,0.0,0.0,1.3,0.0,393,0.4,59.8,394,0.1,59.8,394,0.3,59.8,30,207,29
07/24/26/ 09:33:43,EVENT,   FLOAT MODE   ,0.0,0.0,1.3,0.0,393,0.4,59.8,394,0.1,59.8,394,0.3,59.8,30,207,29
07/24/26/ 09:33:43,EVENT,   LOW DC VOLT  ,0.0,0.0,1.3,0.0,393,0.4,59.8,394,0.1,59.8,394,0.3,59.8,30,207,29
07/24/26/ 09:33:43,EVENT,      EOD       ,0.0,0.0,1.3,0.0,393,0.4,59.8,394,0.1,59.8,394,0.3,59.8,30,207,29
07/24/26/ 10:35:44,EVENT,   FLOAT MODE   ,13.1,0.0,0.0,13.9,392,0.3,59.9,392,0.1,59.9,393,0.1,59.9,31,207,30
07/24/26/ 10:35:44,EVENT,   LOW DC VOLT  ,13.1,0.0,0.0,13.9,392,0.3,59.9,392,0.1,59.9,393,0.1,59.9,31,207,30
07/24/26/ 10:35:44,EVENT,      EOD       ,13.1,0.0,0.0,13.9,392,0.3,59.9,392,0.1,59.9,393,0.1,59.9,31,207,30
07/24/26/ 10:37:31,EVENT, LOW DC CURRENT ,20.9,0.0,20.5,0.0,392,0.4,59.8,392,0.1,59.8,392,0.1,59.8,31,207,30
